date,firm,n,sd,source,FIPDLFI,IdV,LN,UdC,LADESTRA,PD,M5S,FdI,NCDUdC,SI,AP,MDP,LeU,E,I,NcI
2012-06-25,EMG,NA,NA,NA,18.7,7.1,4.8,6.9,1.6,24.9,19.4,,,,,,,,,
2012-06-29,SWG,NA,NA,NA,17.1,5.7,4.6,6.8,2.3,23.2,20.8,,,,,,,,,
2012-07-02,EMG,NA,NA,NA,20.1,7.9,4.9,6.6,1.6,24.8,17.3,,,,,,,,,
2012-07-04,ISPO,NA,NA,NA,18.8,7.3,6.6,6.2,1.9,25.7,16.8,,,,,,,,,
2012-07-04,IPR,NA,NA,NA,18,5.5,5,6,2,26,18,,,,,,,,,
2012-07-04,EMG,NA,NA,NA,20,7.6,5.6,7.2,1.7,26,15.7,,,,,,,,,
2012-07-05,SPINCON,NA,NA,NA,17.3,4.6,6.9,6.1,4.5,25.7,16.4,,,,,,,,,
2012-07-10,EMG,NA,NA,NA,20.1,7.6,5.2,7.3,1.4,26.5,16.8,,,,,,,,,
2012-07-12,SPINCON,NA,NA,NA,16.9,5.1,6.7,5.6,4.2,26,16.2,,,,,,,,,
2012-07-17,TECNE,NA,NA,NA,18.5,7.5,3.1,7.9,2.5,25.5,12.9,,,,,,,,,
2012-07-17,IPR,NA,NA,NA,18,6,5,7,2,25,18,,,,,,,,,
2012-07-18,SPINCON,NA,NA,NA,18,4.8,7.3,6.3,3.8,26.7,13.8,,,,,,,,,
2012-07-24,EMG,NA,NA,NA,19.6,7.9,4.8,6.8,1.9,27.3,16.4,,,,,,,,,
2012-07-26,SPINCON,NA,NA,NA,18.3,4.7,7.5,5.9,4.5,25.7,12.4,,,,,,,,,
2012-07-31,EMG,NA,NA,NA,20.3,7.5,5.1,6.2,2,27.9,16.1,,,,,,,,,
2012-08-06,SPINCON,NA,NA,NA,18.7,4.4,7.6,5.4,4.2,26.3,13.9,,,,,,,,,
2012-08-09,SPINCON,NA,NA,NA,17.9,4.8,7.9,6.1,4.5,27.2,13,,,,,,,,,
2012-08-10,IPSOS,NA,NA,NA,18.9,7.2,4.2,6.9,,24.8,19.8,,,,,,,,,
2012-09-03,IPR,NA,NA,NA,20,6,5,7,1,26,15,,,,,,,,,
2012-09-06,LORIEN,NA,NA,NA,21.5,6.5,6.2,6.2,1.8,27,15.5,,,,,,,,,
2012-09-10,TECNE,NA,NA,NA,18.2,6.8,2.8,7,2.5,26.9,12.5,,,,,,,,,
2012-09-10,SWG,NA,NA,NA,20.5,6,5.5,5,2,24,18.5,,,,,,,,,
2012-09-11,EMG,NA,NA,NA,21.4,6.6,5.2,6.7,1.8,26.8,14.3,,,,,,,,,
2012-09-12,IPSOS,NA,NA,NA,21.9,7.5,4.6,6,1.8,25.4,17.9,,,,,,,,,
2012-09-19,IPSOS,NA,NA,NA,22.2,6.9,5,6.2,1.6,26.3,16.8,,,,,,,,,
2012-09-19,IPR,NA,NA,NA,19,7,5.5,7,2,27,13,,,,,,,,,
2012-09-23,ISPO,NA,NA,NA,21.4,5.1,4.3,7.3,1.7,28,13.9,,,,,,,,,
2012-09-24,IPSOS,NA,NA,NA,19.2,6.6,5.2,6.5,2.1,26.6,17.8,,,,,,,,,
2012-09-25,IPSOS,NA,NA,NA,19.2,6.6,5.2,6.5,2.1,26.6,17.8,,,,,,,,,
2012-09-25,IPR,NA,NA,NA,17,7,5,7,2,27.5,15,,,,,,,,,
2012-09-25,EMG,NA,NA,NA,20,5.1,5.4,6.9,2.6,25.7,14.4,,,,,,,,,
2012-09-26,DATAMONITOR,NA,NA,NA,18,6.5,5.7,6.5,2.7,25.5,15.6,,,,,,,,,
2012-09-28,EMG,NA,NA,NA,19.3,4.5,5.7,6.5,2.3,25.8,16.7,,,,,,,,,
2012-09-30,SPINCON,NA,NA,NA,16.9,5.2,7.2,5.7,4.4,27.1,14.5,,,,,,,,,
2012-10-02,LORIEN,NA,NA,NA,19.7,5.9,6.3,6.2,2.3,27.5,16.4,,,,,,,,,
2012-10-03,SWG,NA,NA,NA,15,5.3,5.8,5.9,2.1,25,19.6,,,,,,,,,
2012-10-05,EMG,NA,NA,NA,18.1,4.7,6.4,6.3,1.8,26.5,17.8,,,,,,,,,
2012-10-08,SPINCON,NA,NA,NA,15.9,4.9,7.1,5.7,5,25.9,14.8,,,,,,,,,
2012-10-08,IPSOS,NA,NA,NA,18,6,4.9,6.4,2.7,28.5,17.4,,,,,,,,,
2012-10-08,IPR,NA,NA,NA,14.5,7,5.5,7,2,28,16.5,,,,,,,,,
2012-10-08,FNA,NA,NA,NA,16,4,6,6,3,29,18,,,,,,,,,
2012-10-10,SWG,NA,NA,NA,15.1,5.8,5.8,5.8,2,25.2,19.4,,,,,,,,,
2012-10-10,Demopolis,NA,NA,NA,16,6.4,5.5,7.9,2,26,18,,,,,,,,,
2012-10-12,TECNE,NA,NA,NA,15.6,5.5,3.2,6.8,3.4,28.9,14.2,,,,,,,,,
2012-10-12,EMG,NA,NA,NA,16.8,4.1,6.2,5.9,2.1,28.1,17.7,,,,,,,,,
2012-10-14,SPINCON,NA,NA,NA,15.5,4.1,7.4,5.5,5,27,14.4,,,,,,,,,
2012-10-14,IPSOS,NA,NA,NA,17.7,6,4.6,6.3,2.3,29.2,17.6,,,,,,,,,
2012-10-16,IPR,NA,NA,NA,14.5,6.5,5,6.5,2,29,16.5,,,,,,,,,
2012-10-17,SWG,NA,NA,NA,14.3,4.3,6,5.2,2.1,25.9,21,,,,,,,,,
2012-10-19,IPR,NA,NA,NA,14.5,6.5,4.5,,2,29.5,16.5,,,,,,,,,
2012-10-19,EMG,NA,NA,NA,17,4.4,6.4,6,2.2,28.2,17.7,,,,,,,,,
2012-10-22,IPSOS,NA,NA,NA,17,5.9,4.8,6.2,2.6,29.8,17.4,,,,,,,,,
2012-10-22,IPR,NA,NA,NA,14.5,5.5,4.5,6.5,2,30,17.5,,,,,,,,,
2012-10-23,SPINCON,NA,NA,NA,15.6,3.9,7.5,5,4.9,27.2,16.6,,,,,,,,,
2012-10-24,SWG,NA,NA,NA,15,4.1,6.3,4.9,2.2,25.4,22,,,,,,,,,
2012-10-26,EMG,NA,NA,NA,16.2,4.1,6.1,5.7,2.7,29.2,18,,,,,,,,,
2012-10-29,SPINCON,NA,NA,NA,16.2,3.9,7.6,5.2,4.6,27.5,16.4,,,,,,,,,
2012-10-29,IPSOS,NA,NA,NA,16.5,5.5,5,6.1,2.8,30.3,19.4,,,,,,,,,
2012-10-30,IPR,NA,NA,NA,14,5,5,6,2,30,18.5,,,,,,,,,
2012-10-31,EMG,NA,NA,NA,15.8,2.9,6.6,5.6,2.3,29.9,18.2,,,,,,,,,
2012-11-05,LORIEN,NA,NA,NA,17.4,4.1,6.1,6.4,2,28.2,18.3,,,,,,,,,
2012-11-05,IPSOS,NA,NA,NA,16.2,4.2,5.1,6.2,2.5,30.2,19,,,,,,,,,
2012-11-06,SPINCON,NA,NA,NA,16.4,4.2,8.3,5.5,4.2,26.6,15.2,,,,,,,,,
2012-11-07,SWG,NA,NA,NA,14.7,3.3,6.3,5.2,1.8,26,21,,,,,,,,,
2012-11-08,TECNE,NA,NA,NA,14,4.1,4.1,6.6,3.1,30.8,15.2,,,,,,,,,
2012-11-08,ISPO,NA,NA,NA,16.9,4.6,7.6,6.1,2.2,29.1,18.9,,,,,,,,,
2012-11-09,EMG,NA,NA,NA,16.3,3.4,6.3,5.8,2.5,29.3,17.4,,,,,,,,,
2012-11-12,IPSOS,NA,NA,NA,15.5,3.5,5.1,6.3,2.4,31.7,18.8,,,,,,,,,
2012-11-12,IPR,NA,NA,NA,14,4,5,6,2,30.5,19,,,,,,,,,
2012-11-13,SPINCON,NA,NA,NA,15.8,3.1,8.1,5.2,4.1,28.1,15.8,,,,,,,,,
2012-11-15,SWG,NA,NA,NA,15,2.8,6.3,5.4,1.7,26.2,20.5,,,,,,,,,
2012-11-15,DATAMONITOR,NA,NA,NA,18,4.7,5,6,3,28.5,17.5,,,,,,,,,
2012-11-16,EMG,NA,NA,NA,16.7,2.8,6.5,5.7,2.3,29.8,17.1,,,,,,,,,
2012-11-19,IPSOS,NA,NA,NA,15.1,3.1,4.7,5.8,2,32.2,20.6,,,,,,,,,
2012-11-19,IPR,NA,NA,NA,13,3,5,,2,29,18,,,,,,,,,
2012-11-20,SWG,NA,NA,NA,15.3,2.7,6.2,3.7,2,26.7,21.1,,,,,,,,,
2012-11-21,SPINCON,NA,NA,NA,16.9,2.9,7.7,5,4,28.2,15.3,,,,,,,,,
2012-11-22,EMG,NA,NA,NA,16.4,2.1,6.8,4,1.9,30.3,17.3,,,,,,,,,
2012-11-24,ISPO,NA,NA,NA,16.1,4.3,6,5.2,2.1,29.7,18.3,,,,,,,,,
2012-11-24,IPSOS,NA,NA,NA,14.1,3.2,4.3,6.2,2.2,34.1,18.4,,,,,,,,,
2012-11-24,EUROMEDIA,NA,NA,NA,16.5,2,6.8,5,2,30.6,17.5,,,,,,,,,
2012-11-26,IPR,NA,NA,NA,14,2.5,5.5,5.5,2,33,19,,,,,,,,,
2012-11-28,SWG,NA,NA,NA,14.3,2.4,6.1,4.1,1.5,30,19.5,,,,,,,,,
2012-11-28,SPINCON,NA,NA,NA,17.2,2.1,7.6,4.9,4.2,30.1,15.1,,,,,,,,,
2012-11-28,LORIEN,NA,NA,NA,14.4,3.6,6.5,4.5,2,30.2,15.3,,,,,,,,,
2012-11-30,SPINCON,NA,NA,NA,15.3,2.2,7.8,5.1,4.1,30.7,14.7,,,,,,,,,
2012-11-30,EMG,NA,NA,NA,15.2,1.5,6.3,3.8,2,34.6,16.3,,,,,,,,,
2012-12-03,IPSOS,NA,NA,NA,13.9,1.9,4.9,5.2,1.7,36.1,18.5,,,,,,,,,
2012-12-05,SWG,NA,NA,NA,13.8,2.6,6,5.2,1.6,30.3,19.7,,,,,,,,,
2012-12-05,DEMOS,NA,NA,NA,18.2,2.4,4.2,5.2,,37.8,15,,,,,,,,,
2012-12-06,SPINCON,NA,NA,NA,15,1.7,7.2,4.1,4,29.1,14,,,,,,,,,
2012-12-06,EMG,NA,NA,NA,16.3,1.6,6.4,3.9,2.1,32.2,17.1,,,,,,,,,
2012-12-07,TECNE,NA,NA,NA,11.9,2.1,4.8,5.1,2.7,34.6,15.7,,,,,,,,,
2012-12-10,SPINCON,NA,NA,NA,15.6,2,7.3,3.8,4.3,29.4,13.5,,,,,,,,,
2012-12-10,IPSOS,NA,NA,NA,15.5,2.2,4.4,5.5,2,36.4,18.2,,,,,,,,,
2012-12-10,IPR,NA,NA,NA,15,2,5.5,4.5,2,33.5,17,,,,,,,,,
2012-12-11,SWG,NA,NA,NA,16.5,2,6.4,5.4,1,31.1,19,,,,,,,,,
2012-12-13,ISPO,NA,NA,NA,17.5,1.6,6.2,4.7,1.7,35.3,17.6,,,,,,,,,
2012-12-17,SPINCON,NA,NA,NA,14.5,1.6,7.5,4.2,4.3,28.7,13.1,,,,,,,,,
2012-12-17,LORIEN,NA,NA,NA,14,3.8,6.7,4.5,2.1,31,14.8,,,,,,,,,
2012-12-17,IPR,NA,NA,NA,16,2,5.5,4.5,2,33,16.5,,,,,,,,,
2012-12-17,EUROMEDIA,NA,NA,NA,18.3,1.1,6.8,4,2.2,29,17,,,,,,,,,
2012-12-19,SWG,NA,NA,NA,15.8,1.7,6.2,4.9,1.6,30.1,18.5,,,,,,,,,
2012-12-19,Demopolis,NA,NA,NA,16,2,5.2,6.1,1.8,32,19,,,,,,,,,
2012-12-29,TECNE,NA,NA,NA,19.5,,3.9,4.8,1.5,35.3,16,,,,,,,,,
2012-12-29,CISE,NA,NA,NA,19.7,1.8,5.6,6.4,2,34.6,14.3,,,,,,,,,
2013-01-02,TECNE,NA,NA,NA,19.6,,4.1,4.6,1.7,34.7,16.3,,,,,,,,,
2013-01-03,TECNE,NA,NA,NA,19.2,,4,4.5,1.5,34.6,16.4,,,,,,,,,
2013-01-05,TECNE,NA,NA,NA,18.2,,4.5,4.4,1.1,33.8,15.7,,,,,,,,,
2013-01-05,PIEPOLI,NA,NA,NA,15,,6,5,,33,10,2,,,,,,,,
2013-01-05,IPSOS,NA,NA,NA,16.1,,4,4.3,,33.3,12.5,1.6,,,,,,,,
2013-01-05,IPR,NA,NA,NA,17,,5,4,2,31,13,1,,,,,,,,
2013-01-07,TECNE,NA,NA,NA,18.1,,4.2,4.6,1.2,33.7,14.4,,,,,,,,,
2013-01-07,PIEPOLI,NA,NA,NA,15,,6,5,2,33,10,2,,,,,,,,
2013-01-08,TECNE,NA,NA,NA,18.4,,3.9,4.8,1,34,14.1,,,,,,,,,
2013-01-09,TECNE,NA,NA,NA,17.9,,4.2,4.5,1.1,33.1,14,,,,,,,,,
2013-01-09,SWG,NA,NA,NA,15.7,,6.1,4,1.1,29.8,15.9,1.5,,,,,,,,
2013-01-09,EUROMEDIA,NA,NA,NA,20.5,,5.7,4,1.6,33.4,12.3,0.5,,,,,,,,
2013-01-10,TECNE,NA,NA,NA,17.7,,4.1,4.3,1.2,33.1,13.9,,,,,,,,,
2013-01-11,ISPO,NA,NA,NA,20.2,,4.6,4.9,1.3,30.9,12.6,1.1,,,,,,,,
2013-01-11,EMG,NA,NA,NA,18.4,,5,3.4,2.3,32.4,12.1,1.1,,,,,,,,
2013-01-11,DATAMONITOR,NA,NA,NA,18,,5.5,4.2,2,31.5,12.8,1.5,,,,,,,,
2013-01-12,TECNE,NA,NA,NA,19.2,,4.4,4.2,1.1,32,14.3,,,,,,,,,
2013-01-12,EUROMEDIA,NA,NA,NA,23.1,,5.5,4,1.6,32.8,10.5,2.3,,,,,,,,
2013-01-14,TECNE,NA,NA,NA,18.9,,4.6,4.3,1.2,31.8,14.2,,,,,,,,,
2013-01-14,LORIEN,NA,NA,NA,17.5,,5.9,3.8,1.2,32.8,12.5,1.8,,,,,,,,
2013-01-14,IPSOS,NA,NA,NA,17.4,,5,4,1.3,33.4,12.5,1.4,,,,,,,,
2013-01-14,IPR,NA,NA,NA,18,,5,3.5,2,31,12,1.5,,,,,,,,
2013-01-15,TECNE,NA,NA,NA,18.5,,4.7,4.5,1.1,31.4,13.8,,,,,,,,,
2013-01-15,PIEPOLI,NA,NA,NA,16,,6,4,,32.5,10,2,,,,,,,,
2013-01-16,TECNE,NA,NA,NA,18.1,,4.9,4.4,1.2,31.5,13.6,,,,,,,,,
2013-01-16,SWG,NA,NA,NA,17.7,,5.4,4.1,1.5,28.8,16.8,1.5,,,,,,,,
2013-01-16,SPINCON,NA,NA,NA,20.1,,6.4,3.2,2.7,27.2,10.7,2,,,,,,,,
2013-01-17,ISPO,NA,NA,NA,18.5,,4.9,3.8,2.2,31.8,13.6,1.1,,,,,,,,
2013-01-18,EMG,NA,NA,NA,19,,4.7,3.5,2.2,31.8,12.8,0.9,,,,,,,,
2013-01-21,TECNE,NA,NA,NA,18.2,,5.2,4.2,1.4,30.5,14.2,,,,,,,,,
2013-01-21,PIEPOLI,NA,NA,NA,18,,7,4,,32,10,2,,,,,,,,
2013-01-21,IPSOS,NA,NA,NA,17.8,,5.3,3.8,,33.1,12.8,,,,,,,,,
2013-01-21,IPR,NA,NA,NA,18.5,,5,3.5,2,31.5,13.3,1,,,,,,,,
2013-01-22,TECNE,NA,NA,NA,18.4,,5.4,4,1.5,30.2,14.5,,,,,,,,,
2013-01-22,SPINCON,NA,NA,NA,19.3,,6.1,3.3,2.8,28.2,10.9,2.2,,,,,,,,
2013-01-22,DEMOS,NA,NA,NA,18,,5,4,,34,13,,,,,,,,,
2013-01-23,TECNE,NA,NA,NA,18.8,,5.3,3.7,1.2,30.7,14,,,,,,,,,
2013-01-23,SWG,NA,NA,NA,17.2,,5.3,4.2,1.1,29.4,17.2,1.5,,,,,,,,
2013-01-24,TECNE,NA,NA,NA,19,,4.9,3.4,1.4,30.3,14.6,,,,,,,,,
2013-01-24,SPINCON,NA,NA,NA,19,,5.7,3.1,2.6,27.9,11.2,2.8,,,,,,,,
2013-01-24,QUORUM,NA,NA,NA,18.3,,4.6,3.9,1.4,30.2,14.2,1.4,,,,,,,,
2013-01-24,LORIEN,NA,NA,NA,18.8,,5.5,3.6,1.4,32,13,1.8,,,,,,,,
2013-01-24,Demopolis,NA,NA,NA,18,,5.5,4.2,,29,16,,,,,,,,,
2013-01-25,TP,NA,NA,NA,18.3,,5,3.8,1.4,29.6,15,2.1,,,,,,,,
2013-01-25,EMG,NA,NA,NA,20,,4.7,3.1,1.6,30.7,13.5,0.7,,,,,,,,
2013-01-25,DATAMONITOR,NA,NA,NA,18.5,,5.5,3.8,2,30.1,13.2,1.1,,,,,,,,
2013-01-26,EUROMEDIA,NA,NA,NA,22.2,,5.5,3.9,1.4,29.5,13.1,1.8,,,,,,,,
2013-01-27,ISPO,NA,NA,NA,18.5,,4.9,3.8,1.8,30.8,13.6,1.5,,,,,,,,
2013-01-27,IPSOS,NA,NA,NA,18.2,,5.2,3.6,1.2,32.5,13.6,1.4,,,,,,,,
2013-01-28,TECNE,NA,NA,NA,19.1,,5.2,3.8,,29.9,15.8,,,,,,,,,
2013-01-28,LORIEN,NA,NA,NA,20.2,,5.8,3.5,1.2,31,13.9,1.5,,,,,,,,
2013-01-28,IPSOS,NA,NA,NA,18.2,,5.2,3.6,1.2,32.5,13.6,1.4,,,,,,,,
2013-01-28,IPR,NA,NA,NA,18.5,,4.5,3.3,2,30.5,14.6,1.3,,,,,,,,
2013-01-28,DEMOS,NA,NA,NA,19.2,,4.1,4.4,,32.8,12.9,,,,,,,,,
2013-01-29,TECNE,NA,NA,NA,19.8,,5.5,3.7,0.9,29.7,15.2,,,,,,,,,
2013-01-29,SWG,NA,NA,NA,19.3,,4.9,3.4,1,28,18,1.4,,,,,,,,
2013-01-29,PIEPOLI,NA,NA,NA,18,,7,3.5,,31.5,11,2,,,,,,,,
2013-01-29,ISPO,NA,NA,NA,19.1,,4.9,3.8,1.6,30.8,13.6,2,,,,,,,,
2013-01-30,TECNE,NA,NA,NA,20,,5.8,3.6,0.9,29.8,15.7,,,,,,,,,
2013-01-31,TECNE,NA,NA,NA,19.8,,5.5,3.5,1.1,30.5,16,,,,,,,,,
2013-01-31,SPINCON,NA,NA,NA,19,,5.7,3.1,2.6,27.9,11.2,2.8,,,,,,,,
2013-02-01,TP,NA,NA,NA,18.3,,4.9,3.8,1.1,28.4,15.8,2,,,,,,,,
2013-02-01,EMG,NA,NA,NA,19.6,,4.8,2.8,1.1,30.2,14.5,0.8,,,,,,,,
2013-02-01,Demopolis,NA,NA,NA,19,,5.1,4,,28.5,16.5,,,,,,,,,
2013-02-01,DATAMONITOR,NA,NA,NA,19,,5.2,3.5,2.3,29,14,1.7,,,,,,,,
2013-02-02,TECNE,NA,NA,NA,20.4,,5.4,3.5,,29.5,16.5,,,,,,,,,
2013-02-03,TECNE,NA,NA,NA,20.7,,5.8,3.4,,29.3,16.1,,,,,,,,,
2013-02-03,LORIEN,NA,NA,NA,20.3,,6,3.2,1.2,30.6,14.8,1.4,,,,,,,,
2013-02-04,SWG,NA,NA,NA,18.9,,5.3,3,1,28.9,18,1.7,,,,,,,,
2013-02-04,ISPO,NA,NA,NA,21.2,,5.2,2,1.4,29.9,16.4,1.5,,,,,,,,
2013-02-04,IPSOS,NA,NA,NA,18.5,,4.9,3.9,,31.8,14.5,2.6,,,,,,,,
2013-02-04,IPR,NA,NA,NA,20,,4.3,3.3,1.5,30,15.5,1.3,,,,,,,,
2013-02-05,TECNE,NA,NA,NA,20.7,,5.5,3.3,,28.9,16.3,,,,,,,,,
2013-02-05,ISPO,NA,NA,NA,22,,5.4,3,1,32.2,14.3,1,,,,,,,,
2013-02-05,Demopolis,NA,NA,NA,20,,4.9,3.8,,29.1,17.5,,,,,,,,,
2013-02-06,SWG,NA,NA,NA,19.5,,5.2,2.7,1.1,29.5,18.8,1,,,,,,,,
2013-02-06,SPINCON,NA,NA,NA,18.4,,5.1,2.9,2.8,27.5,12.5,2.8,,,,,,,,
2013-02-06,PIEPOLI,NA,NA,NA,22,,6,3,1,32,13,1.5,,,,,,,,
2013-02-06,LORIEN,NA,NA,NA,20.1,,5.7,3.2,1.4,30.6,15,2.1,,,,,,,,
2013-02-06,IPSOS,NA,NA,NA,20.3,,4.4,3.2,0.9,30.6,15.9,2.3,,,,,,,,
2013-02-06,EUROMEDIA,NA,NA,NA,23.1,,5.2,3.6,1.6,29.8,14.5,1.9,,,,,,,,
2013-02-06,DEMOS,NA,NA,NA,20.4,,5,3.5,,29.9,16,,,,,,,,,
2013-02-07,TECNE,NA,NA,NA,20.1,,5.7,3.2,,29.5,16.3,,,,,,,,,
2013-02-07,QUORUM,NA,NA,NA,20.1,,4.8,3.1,1.3,29.9,14.7,1.8,,,,,,,,
2013-02-07,EMG,NA,NA,NA,19.9,,4.9,2.7,1,30,16,1.2,,,,,,,,
2013-02-08,TP,NA,NA,NA,18.5,,5.1,3.9,1.2,29.3,15.1,2,,,,,,,,
2013-02-08,IPR,NA,NA,NA,20,,4.2,3.3,1.3,29.5,16.5,1.3,,,,,,,,
2013-03-01,LORIEN,NA,NA,NA,26.5,,3.5,0.5,0.1,29,28.5,0.5,,,,,,,,
2013-03-04,IPSOS,NA,NA,NA,22.2,,3.7,1,0.4,26.7,29.4,1.9,,,,,,,,
2013-03-06,SWG,NA,NA,NA,22.2,,4,2,0.8,25.7,27,1.4,,,,,,,,
2013-03-06,ISPO,NA,NA,NA,21.2,,4.4,1.7,0.4,26.5,28.7,1.4,,,,,,,,
2013-03-11,IPSOS,NA,NA,NA,21.6,,4,1,0.7,27.1,28.7,1.8,,,,,,,,
2013-03-13,SWG,NA,NA,NA,23.3,,3.8,1.6,0.6,25.1,30,1,,,,,,,,
2013-03-13,LORIEN,NA,NA,NA,24.7,,3.8,0.4,0.4,27.7,29.3,1.1,,,,,,,,
2013-03-15,SP,NA,NA,NA,23.5,,4.4,1,0.5,27,25,1.9,,,,,,,,
2013-03-18,IPSOS,NA,NA,NA,21.5,,4,,,28.2,28.2,1.4,,,,,,,,
2013-03-18,IPR,NA,NA,NA,23.5,,4.3,1.5,0.5,24.5,24.5,1.7,,,,,,,,
2013-03-20,SWG,NA,NA,NA,24.2,,3.7,1.6,0.8,26.4,26.9,0.9,,,,,,,,
2013-03-20,EUROMEDIA,NA,NA,NA,23.2,,3.7,2,0.4,24.5,28.5,1.7,,,,,,,,
2013-03-21,ISPO,NA,NA,NA,22.5,,4.2,2,0.5,27.4,26.1,2,,,,,,,,
2013-03-25,TECNE,NA,NA,NA,24.7,,3.8,2,0.4,26,26.2,1.7,,,,,,,,
2013-03-25,PIEPOLI,NA,NA,NA,22.5,,4,2,0.5,26,26.5,1.5,,,,,,,,
2013-03-25,IPSOS,NA,NA,NA,21.9,,4.1,,,28,27,1.5,,,,,,,,
2013-03-27,SWG,NA,NA,NA,26.2,,4.3,1.9,0.6,26,24.8,1,,,,,,,,
2013-04-02,IPSOS,NA,NA,NA,24.8,,4,0.7,,28.4,25.1,1.8,,,,,,,,
2013-04-03,SWG,NA,NA,NA,25,,4.1,2,0.7,25.5,25.4,,,,,,,,,
2013-04-04,LORIEN,NA,NA,NA,26.3,,3.9,2.1,0.7,26.7,25.3,1,,,,,,,,
2013-04-06,EUROMEDIA,NA,NA,NA,24.7,,4.5,2.2,0.9,25.7,23.7,2.1,,,,,,,,
2013-04-08,IPSOS,NA,NA,NA,25,,3.9,,,28.2,24.9,1.7,,,,,,,,
2013-04-09,ISPO,NA,NA,NA,25,,4.6,1.6,,28.6,24.7,1.8,,,,,,,,
2013-04-10,TECNE,NA,NA,NA,26.1,,4.5,2,0.4,27,23.8,2,,,,,,,,
2013-04-10,SWG,NA,NA,NA,26.9,,4.5,1.8,0.6,26.8,24,1,,,,,,,,
2013-04-12,EMG,NA,NA,NA,25.6,,3.7,2,0.9,26.9,23.9,1.6,,,,,,,,
2013-04-15,PIEPOLI,NA,NA,NA,23.5,,4.5,2,,25.5,24.5,1.5,,,,,,,,
2013-04-15,IPSOS,NA,NA,NA,25.5,,3.7,0.7,,28.4,24.5,1.6,,,,,,,,
2013-04-15,IPR,NA,NA,NA,25,,3.7,1.5,,26.5,23,,,,,,,,,
2013-04-15,Demopolis,NA,NA,NA,25,,,,,26.5,23.1,,,,,,,,,
2013-04-16,SWG,NA,NA,NA,26.8,0.9,4.2,1.9,1,27,24,1.2,,,,,,,,
2013-04-16,Demopolis,NA,NA,NA,,,,,,,,,,,,,,,,
2013-04-17,TECNE,NA,NA,NA,26.9,,4.7,2.5,0.4,25.1,24.2,2.1,,,,,,,,
2013-04-19,SP,NA,NA,NA,27.8,,4.3,1.3,0.5,26.2,23,1.8,,,,,,,,
2013-04-19,EMG,NA,NA,NA,27.1,,4.1,1.8,0.7,20.3,29.1,2.1,,,,,,,,
2013-04-22,PIEPOLI,NA,NA,NA,25,,4.5,2,,21.5,25.5,1.5,,,,,,,,
2013-04-22,LORIEN,NA,NA,NA,26.3,,3.9,2.1,0.7,26.7,25.3,1,,,,,,,,
2013-04-23,TECNE,NA,NA,NA,29.5,,5.1,2.6,,23,21.2,2.1,,,,,,,,
2013-04-23,SWG,NA,NA,NA,27,1.1,4,2,1,22,25.5,1.5,,,,,,,,
2013-04-23,IPSOS,NA,NA,NA,28.2,,3.6,0.7,,24.7,24.1,1.8,,,,,,,,
2013-04-24,IPR,NA,NA,NA,26.5,,3.7,1.5,,23.5,26.5,,,,,,,,,
2013-04-26,EMG,NA,NA,NA,26,0.6,4.3,1.4,0.8,22.7,26.1,2.4,,,,,,,,
2013-04-29,PIEPOLI,NA,NA,NA,25,,5,2,,22.5,25.5,1.5,,,,,,,,
2013-04-29,IPSOS,NA,NA,NA,27.7,,3.6,0.8,,25.5,25.1,1.4,,,,,,,,
2013-04-29,EUROMEDIA,NA,NA,NA,27.5,,3.8,2.5,1,20.5,23.7,2.1,,,,,,,,
2013-04-30,IPR,NA,NA,NA,27.5,,3.7,1,,22,27,,,,,,,,,
2013-05-01,SWG,NA,NA,NA,26.8,1.2,4.2,2,1.2,23.8,23.7,1.2,,,,,,,,
2013-05-02,TECNE,NA,NA,NA,28.1,,4.6,2.9,,22.8,22,2.3,,,,,,,,
2013-05-03,SPINCON,NA,NA,NA,28.5,,3.7,1.5,0.7,22.8,23.2,1.1,,,,,,,,
2013-05-03,EMG,NA,NA,NA,27.3,0.7,4,1.5,0.8,22.3,25.9,2,,,,,,,,
2013-05-05,LORIEN,NA,NA,NA,27.1,,2.4,2.5,0.5,24,25.5,2.4,,,,,,,,
2013-05-06,IPSOS,NA,NA,NA,30,0.2,3.2,1.1,,26.5,23,1.1,,,,,,,,
2013-05-07,IPR,NA,NA,NA,27,,4,1,,22,26.5,,,,,,,,,
2013-05-08,SWG,NA,NA,NA,27.6,1.1,4.5,1.7,1.2,24,21.8,1.8,,,,,,,,
2013-05-08,ISPO,NA,NA,NA,29.1,0.7,4.1,1.7,,23.6,24.1,1.6,,,,,,,,
2013-05-09,DEMOS,NA,NA,NA,26.6,,3.2,2.8,,25,22.9,2.1,,,,,,,,
2013-05-10,TECNE,NA,NA,NA,29.8,,4.4,2.5,,22.6,21.8,2.4,,,,,,,,
2013-05-10,EMG,NA,NA,NA,26.6,0.9,4.3,1.4,0.9,22.8,23.4,2.2,,,,,,,,
2013-05-13,IPSOS,NA,NA,NA,29.2,0.4,3.5,1.6,,26.5,22.5,1.8,,,,,,,,
2013-05-15,SWG,NA,NA,NA,27.4,1,4.4,1.8,1,24,21.8,1.8,,,,,,,,
2013-05-15,IPR,NA,NA,NA,28,,3.5,1,,22,24,,,,,,,,,
2013-05-16,TECNE,NA,NA,NA,30.3,,3.9,2.2,,23.6,21.4,2.2,,,,,,,,
